source,browser,sex,age,country_name,n_device_occur,signup_month,signup_day,signup_day_name,purchase_month,purchase_day,purchase_day_name,purchase_over_time,class
Direct,IE,F,23,United States,2,1,28,Wednesday,4,27,Monday,6285.714285714285,0
SEO,FireFox,M,24,Germany,1,3,30,Monday,7,9,Thursday,4875.0,0
SEO,Safari,F,46,Norway,1,4,17,Friday,6,11,Thursday,10500.0,0
SEO,FireFox,F,29,Israel,1,7,4,Saturday,9,7,Monday,5800.0,0
Ads,Chrome,F,24,India,1,7,8,Wednesday,8,13,Thursday,7666.666666666667,0
SEO,Safari,F,33,Japan,1,2,21,Saturday,4,23,Thursday,10400.0,0
SEO,IE,F,40,Spain,1,4,15,Wednesday,7,3,Friday,3833.3333333333335,0
Ads,Safari,F,29,Turkey,1,4,16,Thursday,5,26,Tuesday,6666.666666666667,0
Direct,Safari,M,28,Unknown Country,1,5,27,Wednesday,6,24,Wednesday,6000.0,0
Ads,Chrome,M,38,Unknown Country,1,3,21,Saturday,5,13,Wednesday,7500.0,0
SEO,Chrome,M,18,United States,1,4,8,Wednesday,8,6,Thursday,1222.2222222222222,0
SEO,Chrome,F,32,Korea Republic of,1,8,2,Sunday,11,27,Friday,7111.111111111111,0
Ads,Chrome,M,36,Colombia,1,7,20,Monday,9,5,Saturday,11000.0,0
SEO,IE,M,53,Germany,1,1,14,Wednesday,1,22,Thursday,57000.0,0
SEO,Chrome,M,39,Japan,1,2,28,Saturday,3,21,Saturday,10500.0,0
SEO,FireFox,M,31,United States,1,5,8,Friday,5,15,Friday,55000.0,0
Ads,IE,F,33,United States,1,3,18,Wednesday,3,31,Tuesday,50000.0,0
Ads,Chrome,M,32,United States,16,1,12,Monday,1,12,Monday,inf,1
SEO,IE,M,24,United States,1,5,23,Saturday,7,18,Saturday,16000.0,0
Direct,Safari,F,33,United Kingdom,2,2,8,Sunday,2,16,Monday,26000.0,0
SEO,Chrome,F,36,United States,1,3,5,Thursday,6,13,Saturday,3125.0,0
SEO,IE,M,34,Japan,1,6,13,Saturday,7,2,Thursday,23000.0,0
SEO,Chrome,M,31,Indonesia,1,6,20,Saturday,10,2,Friday,3625.0,0
Ads,Chrome,F,32,Iran (ISLAMIC Republic Of),1,1,3,Saturday,3,9,Monday,12800.0,0
Ads,Safari,M,36,Korea Republic of,2,2,5,Thursday,5,29,Friday,6222.222222222223,1
Ads,IE,F,28,Japan,1,7,21,Tuesday,10,28,Wednesday,2125.0,0
Direct,Chrome,M,44,China,1,6,11,Thursday,10,1,Thursday,3222.222222222222,0
Ads,Safari,F,40,United States,1,4,9,Thursday,7,8,Wednesday,8000.0,0
SEO,IE,M,34,Peru,1,7,8,Wednesday,9,30,Wednesday,2571.4285714285716,0
Ads,Chrome,F,20,United States,1,4,8,Wednesday,6,26,Friday,5333.333333333333,0
SEO,Chrome,F,23,United Kingdom,1,5,10,Sunday,7,8,Wednesday,8800.0,0
Direct,IE,M,36,Germany,1,4,6,Monday,5,26,Tuesday,10250.0,0
Direct,Chrome,M,43,Japan,1,6,16,Tuesday,9,29,Tuesday,2875.0,1
SEO,IE,F,33,Colombia,1,2,15,Sunday,4,2,Thursday,8250.0,0
SEO,FireFox,M,23,Korea Republic of,1,5,30,Saturday,6,5,Friday,inf,0
Ads,Chrome,F,40,Unknown Country,1,4,1,Wednesday,5,15,Friday,11333.333333333334,0
Ads,FireFox,M,23,Japan,1,3,23,Monday,6,6,Saturday,9166.666666666666,0
Direct,Chrome,M,34,United States,1,6,5,Friday,9,20,Sunday,4125.0,0
SEO,FireFox,F,45,France,1,6,13,Saturday,9,13,Sunday,9000.0,0
Ads,IE,M,33,United Kingdom,1,2,25,Wednesday,6,21,Sunday,7222.222222222223,0
Ads,IE,M,32,Germany,1,2,1,Sunday,2,21,Saturday,16500.0,0
SEO,Chrome,M,18,Unknown Country,1,7,12,Sunday,10,4,Sunday,15285.714285714286,0
SEO,IE,M,32,United States,1,1,13,Tuesday,2,12,Thursday,32500.0,0
SEO,Chrome,M,37,United States,1,7,4,Saturday,9,9,Wednesday,13800.0,0
SEO,Safari,F,25,United States,1,3,25,Wednesday,4,6,Monday,52000.0,0
SEO,IE,M,39,Unknown Country,13,1,3,Saturday,1,3,Saturday,inf,1
SEO,IE,F,43,Ecuador,1,7,21,Tuesday,11,8,Sunday,2000.0,0
Ads,Safari,F,25,United States,1,1,11,Sunday,5,6,Wednesday,1000.0,0
Direct,Chrome,M,24,China,1,8,12,Wednesday,10,27,Tuesday,10666.666666666666,0
Direct,Chrome,M,35,Unknown Country,1,5,27,Wednesday,6,23,Tuesday,18000.0,0
SEO,Safari,M,36,United States,1,7,13,Monday,9,9,Wednesday,17400.0,0
Ads,Chrome,M,25,Unknown Country,1,6,4,Thursday,6,19,Friday,28000.0,0
Ads,Chrome,F,34,Unknown Country,1,6,26,Friday,8,13,Thursday,6250.0,0
SEO,Chrome,M,24,United States,1,4,12,Sunday,5,30,Saturday,8000.0,0
Ads,FireFox,F,42,United States,1,3,3,Tuesday,5,25,Monday,7142.857142857143,0
SEO,IE,M,22,Korea Republic of,1,2,7,Saturday,3,3,Tuesday,13000.0,0
SEO,Chrome,F,42,United States,1,2,27,Friday,6,14,Sunday,6500.0,0
Ads,Safari,F,38,China,1,4,23,Thursday,6,22,Monday,8800.0,0
Ads,Chrome,F,41,South Africa,1,7,24,Friday,8,9,Sunday,18000.0,0
SEO,FireFox,F,44,United States,12,1,12,Monday,1,12,Monday,inf,1
Ads,IE,M,40,Taiwan; Republic of China (ROC),1,3,11,Wednesday,5,28,Thursday,7666.666666666667,0
Ads,Chrome,F,36,Germany,1,3,7,Saturday,4,20,Monday,16333.333333333334,0
Direct,Chrome,M,26,Lithuania,1,7,3,Friday,7,6,Monday,inf,0
Direct,Chrome,F,29,China,1,5,29,Friday,5,31,Sunday,inf,0
Ads,Chrome,F,33,Australia,1,4,28,Tuesday,8,12,Wednesday,3625.0,0
Ads,IE,M,47,China,1,7,3,Friday,7,26,Sunday,32500.0,0
Ads,Safari,M,32,Unknown Country,1,8,3,Monday,8,22,Saturday,13500.0,0
SEO,FireFox,F,28,Unknown Country,1,6,21,Sunday,7,19,Sunday,17000.0,0
Ads,Chrome,F,22,Switzerland,1,4,11,Saturday,5,14,Thursday,3666.6666666666665,0
Direct,Chrome,F,26,United States,1,1,27,Tuesday,4,21,Tuesday,6285.714285714285,0
SEO,IE,M,30,Italy,1,1,10,Saturday,5,1,Friday,2222.222222222222,0
SEO,Chrome,M,38,United States,1,2,22,Sunday,3,11,Wednesday,29000.0,0
Ads,Safari,M,24,Unknown Country,1,7,26,Sunday,10,22,Thursday,7285.714285714285,0
Ads,Chrome,M,33,United States,1,2,22,Sunday,4,7,Tuesday,16333.333333333334,0
Direct,Chrome,M,48,China,1,7,31,Friday,11,6,Friday,5250.0,0
SEO,IE,F,19,Unknown Country,1,5,9,Saturday,6,15,Monday,7333.333333333333,0
SEO,Chrome,F,35,Mexico,1,4,9,Thursday,7,17,Friday,1375.0,0
Ads,Chrome,M,31,United States,1,1,18,Sunday,5,3,Sunday,8375.0,1
SEO,Chrome,F,28,Unknown Country,1,7,13,Monday,9,4,Friday,19000.0,0
Direct,Chrome,F,23,Viet Nam,5,1,6,Tuesday,1,6,Tuesday,inf,1
Ads,Chrome,M,36,Unknown Country,1,6,13,Saturday,7,23,Thursday,14666.666666666666,0
Ads,Safari,M,24,China,17,1,8,Thursday,1,8,Thursday,inf,1
Ads,Chrome,M,38,United Kingdom,1,1,25,Sunday,3,29,Sunday,7600.0,0
SEO,Chrome,M,24,United States,1,6,5,Friday,6,6,Saturday,inf,0
Ads,FireFox,M,32,United States,15,1,2,Friday,1,2,Friday,inf,1
Ads,Chrome,M,28,Korea Republic of,2,8,11,Tuesday,8,21,Friday,17000.0,0
SEO,Safari,F,31,Unknown Country,1,2,13,Friday,5,30,Saturday,6500.0,0
Ads,Chrome,M,42,United States,1,2,6,Friday,2,12,Thursday,inf,0
SEO,Safari,F,22,United Kingdom,1,2,27,Friday,6,2,Tuesday,1125.0,0
SEO,Opera,F,23,United States,1,4,23,Thursday,6,11,Thursday,6250.0,0
Direct,Chrome,M,35,United States,1,7,12,Sunday,8,18,Tuesday,4666.666666666667,0
SEO,Safari,M,42,Russian Federation,1,7,10,Friday,10,11,Sunday,6857.142857142857,0
SEO,Chrome,M,40,United States,2,1,12,Monday,1,15,Thursday,inf,1
SEO,IE,F,38,United States,1,1,4,Sunday,2,20,Friday,5750.0,0
Ads,Chrome,M,36,Unknown Country,1,8,13,Thursday,9,5,Saturday,19000.0,0
Ads,IE,F,45,Korea Republic of,1,5,5,Tuesday,5,20,Wednesday,33000.0,0
Ads,Chrome,F,29,Unknown Country,1,4,12,Sunday,5,23,Saturday,12000.0,0
Direct,Chrome,M,38,United States,1,5,1,Friday,6,30,Tuesday,7800.0,1
Direct,Safari,F,36,United Kingdom,1,1,6,Tuesday,4,8,Wednesday,2428.5714285714284,0
Direct,Safari,F,28,United States,1,8,4,Tuesday,8,9,Sunday,inf,0
SEO,Chrome,M,23,Unknown Country,1,2,15,Sunday,2,17,Tuesday,inf,0
SEO,IE,F,38,Unknown Country,1,7,22,Wednesday,10,30,Friday,3875.0,1
SEO,Chrome,M,35,Japan,1,5,2,Saturday,7,4,Saturday,4000.0,0
Ads,Chrome,M,41,Ecuador,1,2,9,Monday,3,11,Wednesday,31000.0,0
Ads,Chrome,M,36,Unknown Country,1,2,17,Tuesday,6,11,Thursday,5000.0,0
SEO,IE,M,34,Unknown Country,1,4,6,Monday,6,17,Wednesday,8666.666666666666,0
Ads,Safari,M,30,United States,1,6,27,Saturday,7,9,Thursday,53000.0,0
SEO,IE,M,34,United States,1,4,29,Wednesday,6,11,Thursday,23333.333333333332,0
Direct,Safari,F,21,United States,1,2,13,Friday,6,2,Tuesday,2888.8888888888887,0
Ads,Chrome,M,46,United Kingdom,1,8,13,Thursday,10,29,Thursday,8000.0,0
SEO,Chrome,M,24,United States,15,1,6,Tuesday,1,6,Tuesday,inf,1
Ads,Safari,F,44,United Kingdom,1,2,13,Friday,5,19,Tuesday,3571.4285714285716,0
Ads,Chrome,M,36,United States,11,1,12,Monday,1,12,Monday,inf,1
Ads,IE,M,24,Unknown Country,1,8,7,Friday,10,29,Thursday,1428.5714285714287,0
Ads,IE,M,22,Japan,1,2,8,Sunday,4,28,Tuesday,11000.0,0
Ads,Chrome,M,23,Canada,1,8,9,Sunday,8,26,Wednesday,29000.0,0
Ads,Safari,M,23,United States,2,1,28,Wednesday,5,16,Saturday,3111.1111111111113,1
Direct,IE,F,39,Unknown Country,2,5,14,Thursday,7,2,Thursday,4000.0,0
Ads,Safari,F,39,Nigeria,1,4,26,Sunday,6,15,Monday,5000.0,0
Ads,FireFox,M,45,United States,1,5,27,Wednesday,7,25,Saturday,10400.0,0
Direct,FireFox,F,21,Japan,2,6,25,Thursday,8,20,Thursday,9500.0,1
Direct,IE,F,51,Spain,1,2,26,Thursday,3,24,Tuesday,4500.0,0
SEO,Chrome,M,33,New Zealand,1,6,17,Wednesday,9,5,Saturday,5500.0,0
Ads,Safari,M,51,China,1,3,10,Tuesday,3,15,Sunday,inf,0
SEO,Chrome,M,33,United States,1,4,18,Saturday,6,24,Wednesday,5600.0,0
Direct,FireFox,F,34,Egypt,1,3,29,Sunday,4,30,Thursday,17000.0,0
SEO,Chrome,M,39,United Kingdom,1,3,16,Monday,5,2,Saturday,2750.0,0
SEO,Chrome,F,52,United States,1,1,5,Monday,1,31,Saturday,18000.0,0
SEO,Chrome,F,35,Unknown Country,1,3,6,Friday,3,23,Monday,10000.0,0
Direct,IE,M,33,Germany,1,1,11,Sunday,3,8,Sunday,13750.0,0
Ads,IE,M,34,United States,1,7,7,Tuesday,9,12,Saturday,4600.0,0
Direct,IE,M,20,Unknown Country,1,7,15,Wednesday,7,21,Tuesday,inf,0
SEO,Chrome,M,35,Brazil,1,5,6,Wednesday,6,22,Monday,12250.0,0
Ads,IE,F,38,Unknown Country,1,4,19,Sunday,7,5,Sunday,7333.333333333333,1
Ads,Safari,F,60,United States,6,1,1,Thursday,1,1,Thursday,inf,1
Ads,Chrome,M,30,United States,12,1,8,Thursday,1,8,Thursday,inf,1
Ads,IE,F,27,Korea Republic of,1,2,3,Tuesday,5,12,Tuesday,3375.0,0
SEO,Chrome,F,36,Seychelles,2,6,23,Tuesday,7,30,Thursday,4666.666666666667,0
Ads,IE,F,42,China,1,3,1,Sunday,6,10,Wednesday,5250.0,0
Ads,Safari,M,33,United States,1,3,16,Monday,7,6,Monday,1666.6666666666667,0
SEO,Chrome,M,42,United States,1,4,5,Sunday,7,24,Friday,1111.111111111111,0
Ads,Chrome,F,33,United States,1,8,1,Saturday,8,12,Wednesday,15000.0,0
SEO,IE,F,30,China,1,2,16,Monday,4,7,Tuesday,5000.0,1
Ads,Safari,F,45,United States,1,6,21,Sunday,8,4,Tuesday,3000.0,0
Direct,FireFox,F,22,Australia,1,2,23,Monday,5,1,Friday,6600.0,0
Ads,FireFox,F,34,United States,1,5,22,Friday,7,2,Thursday,11333.333333333334,0
Direct,IE,M,33,China,1,4,1,Wednesday,4,20,Monday,13000.0,0
Ads,FireFox,M,39,Unknown Country,1,2,15,Sunday,4,4,Saturday,9500.0,0
SEO,Chrome,M,36,Canada,1,7,12,Sunday,8,23,Sunday,6333.333333333333,1
Ads,FireFox,M,25,United States,1,3,28,Saturday,6,5,Friday,11400.0,0
SEO,Safari,M,36,Mexico,1,4,7,Tuesday,6,22,Monday,4500.0,0
SEO,FireFox,M,37,United States,1,5,5,Tuesday,5,17,Sunday,28000.0,0
SEO,Safari,F,29,Japan,1,5,29,Friday,8,10,Monday,4166.666666666667,0
SEO,IE,M,37,Colombia,1,3,19,Thursday,4,8,Wednesday,10500.0,0
Ads,Safari,M,37,United States,1,6,6,Saturday,6,12,Friday,inf,0
SEO,Chrome,M,34,United States,1,5,24,Sunday,6,4,Thursday,32000.0,0
Direct,FireFox,F,47,Kazakhstan,1,7,8,Wednesday,8,22,Saturday,11250.0,0
Ads,Opera,F,25,United States,1,8,9,Sunday,9,25,Friday,8250.0,0
SEO,IE,F,35,Korea Republic of,1,3,3,Tuesday,4,16,Thursday,6333.333333333333,0
Ads,Chrome,M,21,United States,2,2,26,Thursday,6,2,Tuesday,7875.0,0
SEO,Safari,F,21,Korea Republic of,1,8,14,Friday,9,22,Tuesday,30000.0,0
SEO,Chrome,F,33,Norway,1,1,12,Monday,2,24,Tuesday,9333.333333333334,0
SEO,Chrome,M,41,United States,1,6,27,Saturday,7,30,Thursday,17000.0,0
SEO,FireFox,M,39,United States,1,6,7,Sunday,7,21,Tuesday,6333.333333333333,0
Ads,IE,M,36,China,1,2,13,Friday,4,12,Sunday,4600.0,0
Ads,IE,F,26,United States,1,6,2,Tuesday,9,19,Saturday,1666.6666666666667,0
Ads,Chrome,M,42,United States,1,2,8,Sunday,2,11,Wednesday,inf,0
SEO,FireFox,F,26,United States,1,5,26,Tuesday,6,14,Sunday,45000.0,0
Ads,Safari,F,23,Finland,1,2,14,Saturday,4,16,Thursday,8000.0,0
SEO,IE,M,35,United States,1,1,15,Thursday,4,22,Wednesday,4250.0,0
SEO,IE,M,32,China,1,7,8,Wednesday,10,5,Monday,4857.142857142857,0
Ads,Chrome,F,31,Hong Kong,2,5,15,Friday,5,18,Monday,inf,0
Ads,IE,M,43,United States,1,5,15,Friday,7,29,Wednesday,7333.333333333333,0
SEO,Opera,F,41,United Kingdom,1,7,2,Thursday,7,11,Saturday,30000.0,0
Direct,Chrome,M,33,United States,1,5,8,Friday,7,2,Thursday,16000.0,0
Ads,Chrome,M,37,United States,1,4,28,Tuesday,6,19,Friday,14750.0,0
Ads,Chrome,M,47,Germany,1,4,6,Monday,7,9,Thursday,1714.2857142857142,0
SEO,Chrome,F,37,France,1,6,12,Friday,7,14,Tuesday,15000.0,0
SEO,IE,M,29,Italy,1,4,5,Sunday,5,20,Wednesday,7250.0,0
SEO,IE,F,33,Kenya,1,1,21,Wednesday,3,31,Tuesday,2200.0,0
Ads,Safari,F,28,United States,16,1,11,Sunday,1,11,Sunday,inf,1
Ads,FireFox,F,25,Netherlands,1,8,4,Tuesday,11,20,Friday,4111.111111111111,0
SEO,Safari,M,24,China,1,1,21,Wednesday,4,24,Friday,2000.0,0
Ads,Chrome,F,30,Japan,1,3,6,Friday,3,12,Thursday,inf,0
Direct,Chrome,F,32,Brazil,1,6,4,Thursday,9,24,Thursday,1000.0,0
Direct,Chrome,M,32,United States,1,3,13,Friday,3,21,Saturday,42000.0,0
Ads,Safari,M,33,Netherlands,6,1,8,Thursday,1,8,Thursday,inf,1
Ads,Chrome,M,31,Canada,1,5,11,Monday,7,25,Saturday,1666.6666666666667,0
Ads,IE,M,34,Japan,1,5,30,Saturday,6,6,Saturday,49000.0,0
Ads,IE,M,37,United States,1,8,15,Saturday,9,14,Monday,9000.0,0
SEO,IE,M,47,China,1,5,11,Monday,9,1,Tuesday,7222.222222222223,0
Ads,IE,F,31,United States,1,6,5,Friday,7,3,Friday,17000.0,0
SEO,IE,F,34,China,1,3,13,Friday,5,24,Sunday,4000.0,0
Ads,Safari,M,30,United States,1,5,31,Sunday,7,5,Sunday,21333.333333333332,0
Direct,IE,F,40,United States,1,3,30,Monday,6,30,Tuesday,6000.0,0
SEO,Chrome,M,33,Korea Republic of,13,1,11,Sunday,1,11,Sunday,inf,1
Ads,IE,F,34,Japan,1,2,23,Monday,3,5,Thursday,56000.0,0
Ads,Chrome,M,24,United States,1,1,31,Saturday,5,31,Sunday,2333.3333333333335,0
SEO,IE,M,25,United States,1,5,3,Sunday,8,3,Monday,8000.0,0
SEO,Chrome,M,29,Poland,1,5,17,Sunday,8,25,Tuesday,1250.0,0
Direct,Chrome,F,32,United States,1,3,15,Sunday,3,30,Monday,26000.0,0
SEO,IE,M,42,United States,1,3,29,Sunday,6,12,Friday,6500.0,0
Direct,IE,F,18,United States,1,8,12,Wednesday,11,5,Thursday,2000.0,0
Ads,Chrome,F,31,Kazakhstan,1,2,13,Friday,5,6,Wednesday,8000.0,0
Ads,IE,M,39,United States,1,5,29,Friday,9,24,Thursday,3222.222222222222,0
SEO,Chrome,M,30,Unknown Country,1,7,5,Sunday,8,3,Monday,15500.0,0
Direct,Chrome,F,26,Japan,1,3,20,Friday,4,3,Friday,56000.0,0
Ads,Chrome,F,28,Korea Republic of,1,5,23,Saturday,8,26,Wednesday,2000.0,0
SEO,IE,F,37,United States,1,4,24,Friday,8,14,Friday,6444.444444444444,0
SEO,IE,F,34,Belgium,14,1,5,Monday,1,5,Monday,inf,1
Direct,Chrome,M,27,Spain,1,1,15,Thursday,4,6,Monday,2500.0,0
Ads,IE,M,59,Moldova Republic of,1,1,29,Thursday,3,7,Saturday,11666.666666666666,0
Ads,IE,M,28,United States,2,2,6,Friday,6,3,Wednesday,3000.0,0
SEO,Chrome,F,29,South Africa,1,6,25,Thursday,10,6,Tuesday,6750.0,0
SEO,Opera,F,41,China,1,2,15,Sunday,5,28,Thursday,5500.0,0
Direct,Safari,M,32,New Zealand,1,8,16,Sunday,8,27,Thursday,65000.0,0
SEO,IE,M,40,United States,1,8,3,Monday,10,1,Thursday,3400.0,0
SEO,Chrome,F,50,United Kingdom,1,3,3,Tuesday,4,27,Monday,2250.0,0
SEO,Opera,M,26,Japan,1,7,19,Sunday,10,29,Thursday,4000.0,0
Ads,Safari,M,32,United States,1,8,7,Friday,8,19,Wednesday,47000.0,0
SEO,Chrome,F,26,South Africa,1,7,14,Tuesday,11,7,Saturday,5444.444444444444,0
Direct,Chrome,F,49,Korea Republic of,1,6,23,Tuesday,7,15,Wednesday,10000.0,0
Direct,Chrome,F,52,Hungary,1,6,4,Thursday,6,17,Wednesday,27000.0,0
Ads,Chrome,M,27,United States,9,1,1,Thursday,1,1,Thursday,inf,1
SEO,Chrome,F,40,Unknown Country,1,6,10,Wednesday,7,11,Saturday,9000.0,1
Ads,FireFox,F,44,Unknown Country,1,6,16,Tuesday,7,29,Wednesday,13666.666666666666,0
SEO,Chrome,F,33,Australia,1,2,20,Friday,3,2,Monday,45000.0,0
Direct,FireFox,M,18,Unknown Country,1,6,16,Tuesday,8,2,Sunday,2250.0,0
Ads,Chrome,M,30,Finland,1,4,12,Sunday,7,19,Sunday,3000.0,0
SEO,Chrome,M,30,United States,2,2,2,Monday,3,29,Sunday,8000.0,1
Ads,Chrome,M,37,China,1,8,4,Tuesday,10,17,Saturday,6333.333333333333,0
SEO,IE,F,30,United States,2,8,13,Thursday,8,18,Tuesday,inf,1
Direct,IE,F,30,Unknown Country,1,7,1,Wednesday,7,28,Tuesday,18000.0,0
SEO,Chrome,F,22,Korea Republic of,1,8,10,Monday,10,21,Wednesday,4666.666666666667,0
SEO,Chrome,F,45,Egypt,1,6,30,Tuesday,10,10,Saturday,5875.0,0
Direct,Chrome,M,42,United States,1,2,8,Sunday,4,20,Monday,7333.333333333333,0
Ads,IE,M,42,United States,1,7,18,Saturday,8,4,Tuesday,20000.0,0
Direct,IE,M,35,Norway,1,3,8,Sunday,3,8,Sunday,inf,0
Ads,Chrome,M,34,Trinidad and Tobago,1,5,9,Saturday,5,16,Saturday,32000.0,0
SEO,FireFox,M,42,United States,1,8,5,Wednesday,10,5,Monday,8800.0,0
Direct,Chrome,F,27,Taiwan; Republic of China (ROC),1,8,13,Thursday,11,4,Wednesday,4142.857142857143,0
Ads,IE,F,28,Unknown Country,1,7,15,Wednesday,10,22,Thursday,3125.0,0
Direct,FireFox,F,29,United States,1,5,10,Sunday,7,17,Friday,1800.0,0
SEO,IE,F,28,United States,1,7,10,Friday,10,5,Monday,5142.857142857143,0
Ads,IE,F,31,China,1,2,19,Thursday,5,21,Thursday,3000.0,0
Ads,Chrome,F,20,United States,1,1,2,Friday,4,19,Sunday,4375.0,0
Direct,IE,F,30,Morocco,1,3,1,Sunday,3,20,Friday,46000.0,0
SEO,IE,F,23,Korea Republic of,1,4,1,Wednesday,7,17,Friday,2625.0,0
Direct,FireFox,F,19,Poland,1,7,24,Friday,10,1,Thursday,4666.666666666667,1
Direct,FireFox,M,47,Japan,1,1,31,Saturday,2,5,Thursday,inf,0
SEO,IE,M,38,Qatar,1,5,4,Monday,5,13,Wednesday,62000.0,0
Direct,IE,M,21,United Kingdom,1,6,21,Sunday,7,28,Tuesday,5666.666666666667,0
Direct,Chrome,M,36,United States,1,4,18,Saturday,7,29,Wednesday,4000.0,0
Direct,Chrome,M,36,United States,1,2,28,Saturday,4,5,Sunday,8333.333333333334,0
Ads,IE,M,30,Greece,1,2,18,Wednesday,4,7,Tuesday,16250.0,0
Ads,Chrome,F,33,Belgium,1,1,14,Wednesday,2,6,Friday,11500.0,0
SEO,Safari,F,48,United States,1,6,6,Saturday,6,23,Tuesday,28000.0,0
Direct,Safari,M,20,United States,1,6,26,Friday,9,2,Wednesday,5800.0,0
SEO,Safari,M,40,United States,1,6,4,Thursday,9,25,Friday,5555.555555555556,0
SEO,IE,M,32,Canada,4,7,17,Friday,10,2,Friday,1833.3333333333333,1
Direct,IE,F,24,New Zealand,1,4,13,Monday,7,23,Thursday,1625.0,0
SEO,FireFox,M,44,United States,1,8,12,Wednesday,8,13,Thursday,inf,0
SEO,Chrome,M,26,United States,1,7,4,Saturday,10,18,Sunday,1875.0,0
Ads,FireFox,F,26,United States,1,3,25,Wednesday,5,28,Thursday,12400.0,0
Direct,Safari,M,24,United Kingdom,1,7,15,Wednesday,11,11,Wednesday,7222.222222222223,0
Ads,Opera,M,39,Viet Nam,1,6,17,Wednesday,8,23,Sunday,2800.0,0
SEO,FireFox,F,49,United States,1,1,1,Thursday,3,15,Sunday,7166.666666666667,0
Direct,Safari,M,44,United States,1,8,6,Thursday,11,18,Wednesday,6250.0,0
Direct,Chrome,M,39,China,1,2,25,Wednesday,5,10,Sunday,3333.3333333333335,0
SEO,Chrome,M,21,United States,1,7,19,Sunday,8,26,Wednesday,15333.333333333334,0
SEO,IE,M,39,Canada,1,2,18,Wednesday,5,27,Wednesday,5250.0,0
Ads,Safari,M,42,United States,1,1,19,Monday,4,9,Thursday,4500.0,0
Direct,Chrome,F,28,Greece,1,4,14,Tuesday,7,18,Saturday,3625.0,0
SEO,Chrome,M,18,Canada,1,5,16,Saturday,6,29,Monday,6000.0,0
Ads,IE,M,19,China,1,6,4,Thursday,7,26,Sunday,3250.0,0
Ads,FireFox,M,27,United States,1,2,19,Thursday,4,21,Tuesday,6000.0,0
Ads,Chrome,F,44,Unknown Country,1,5,23,Saturday,8,27,Thursday,8375.0,0
Ads,Chrome,M,27,Japan,1,5,21,Thursday,7,11,Saturday,2500.0,0
Ads,Chrome,F,23,Bolivia,1,6,11,Thursday,7,12,Sunday,4500.0,0
Ads,FireFox,F,26,United States,1,4,7,Tuesday,7,30,Thursday,5777.777777777777,0
SEO,Safari,M,32,United States,1,2,28,Saturday,6,24,Wednesday,6777.777777777777,0
Ads,IE,F,42,United States,1,3,21,Saturday,5,24,Sunday,6000.0,0
SEO,Chrome,F,40,Unknown Country,1,2,23,Monday,3,24,Tuesday,10500.0,0
SEO,Chrome,M,30,Japan,1,8,2,Sunday,8,30,Sunday,15000.0,0
SEO,Chrome,M,21,Belgium,1,5,21,Thursday,7,19,Sunday,4400.0,0
SEO,Chrome,F,38,Japan,1,3,5,Thursday,6,28,Sunday,3444.4444444444443,0
SEO,IE,F,31,United States,1,4,6,Monday,5,21,Thursday,5500.0,0
Direct,Chrome,M,38,United States,1,8,14,Friday,10,29,Thursday,5166.666666666667,0
SEO,FireFox,F,27,United States,1,3,31,Tuesday,4,26,Sunday,31000.0,0
SEO,Chrome,M,29,Unknown Country,1,3,30,Monday,4,9,Thursday,40000.0,0
Ads,Chrome,M,49,Greece,1,4,7,Tuesday,4,23,Thursday,62000.0,0
Ads,Chrome,M,26,United States,1,3,13,Friday,4,27,Monday,15500.0,0
SEO,IE,M,33,Greece,1,2,12,Thursday,4,6,Monday,9000.0,0
Ads,Opera,M,38,Indonesia,2,3,16,Monday,5,27,Wednesday,1500.0,0
Ads,Safari,M,18,Taiwan; Republic of China (ROC),1,2,21,Saturday,4,1,Wednesday,12333.333333333334,0
Direct,IE,M,28,Korea Republic of,1,2,15,Sunday,3,25,Wednesday,15333.333333333334,0
SEO,FireFox,M,23,China,1,5,13,Wednesday,8,31,Monday,1444.4444444444443,0
Ads,Safari,F,28,United States,16,1,11,Sunday,1,11,Sunday,inf,1
SEO,IE,F,37,Bulgaria,1,8,18,Tuesday,11,19,Thursday,6714.285714285715,0
Direct,IE,F,39,Japan,19,1,7,Wednesday,1,7,Wednesday,inf,1
Ads,FireFox,M,24,Unknown Country,1,7,1,Wednesday,10,24,Saturday,7444.444444444444,0
SEO,Chrome,M,21,Viet Nam,1,6,28,Sunday,10,2,Friday,7625.0,0
Ads,Safari,F,36,United States,1,6,6,Saturday,7,3,Friday,18000.0,0
SEO,Chrome,M,26,United States,1,7,30,Thursday,10,14,Wednesday,4166.666666666667,0
Direct,IE,M,22,Romania,1,6,19,Friday,8,13,Thursday,16500.0,0
SEO,Chrome,F,41,United States,1,4,26,Sunday,7,14,Tuesday,6333.333333333333,0
Ads,IE,M,21,United States,1,7,19,Sunday,10,14,Wednesday,6428.571428571428,0
SEO,FireFox,F,28,China,1,6,22,Monday,8,19,Wednesday,6400.0,0
Ads,IE,F,18,United States,1,7,27,Monday,9,28,Monday,8600.0,0
Direct,Safari,M,40,United States,1,7,2,Thursday,7,31,Friday,10000.0,0
SEO,IE,M,38,Unknown Country,1,7,8,Wednesday,8,28,Friday,15500.0,0
SEO,Chrome,M,45,Ukraine,1,8,2,Sunday,11,27,Friday,7444.444444444444,0
